NOM ÉTABLISSEMENT,CATÉGORIES,TAGS,ADRESSE,VILLE,CP,RÉGION,Pays,Accroche,Description,COVER IMG,Logo,Web,Facebook,Instagram,Contact,Téléphone,
Aides Choisy-le-Roi,Associations,,"11  Rue Louise Michel, Choisy-le-Roi, 94600",Choisy-le-Roi,94600,Île‑de‑France,France,Dépistage et soutien VIH,"Association offrant des dépistages VIH, des actions de prévention et un accompagnement pour les personnes concernées par le VIH à Choisy-le-Roi.",,https://data.strobomag.com/assets/businesses/aides-choisy-le-roi/main.jpg,https://www.aides.org,https://www.facebook.com/AIDES-Val-de-Marne-100064568324642/,https://www.instagram.com/aides_94/,aides94@aides.org,635527133,
Centre de santé sexuelle Choisy le Roi,Santé & Prévention,,"40, Avenue d'Alfortville, Choisy-le-Roi, 94600",Choisy-le-Roi,94600,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-choisy-le-roi/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714161,
Centre de santé sexuelle Maisons Alfort,Santé & Prévention,,"20, Rue Paul Vaillant-Couturier, Maisons-Alfort, 94700",Maisons-Alfort,94700,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-maisons-alfort/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714179,
E-Fierté EFREI,Associations,,"30-32, Avenue de la République, Villejuif, 94800",Villejuif,94800,Île‑de‑France,France,,Association de promotion des femmes et de la communauté LGBT+ de EFREI Paris,,https://data.strobomag.com/assets/businesses/e-fierte-efrei/main.jpg,,https://www.facebook.com/efierteefrei/,,efierte.efrei@gmail.com,,
Symbioz,Associations,,"66, Rue Guy Môquet, Villejuif, 94800",Villejuif,94800,Île‑de‑France,France,,Association LGBTQ+ de Sup’Biotech,,https://data.strobomag.com/assets/businesses/symbioz/main.jpg,https://www.linktr.ee/Symbioz,https://www.facebook.com/symbiozsupbio,,Symbioz.supbiotech@outlook.fr,,
Centre de santé sexuelle Villejuif Barbusse,Santé & Prévention,,"3 ter, Rue Henri Barbusse, Villejuif, 94800",Villejuif,94800,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-villejuif-barbusse/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714188,
Centre de santé sexuelle Villejuif Stalingrad,Santé & Prévention,,"22, Avenue de Stalingrad, Villejuif, 94800",Villejuif,94800,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-villejuif-stalingrad/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714187,
Centre départemental de dépistage et de soins - Cergy,Santé & Prévention,,"3 place de la Pergola, Cergy, 95000",Cergy,95000,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-departemental-de-depistage-et-de-soins-cergy/main.jpg,https://www.valdoise.fr/73-depistage.htm#par553,,,,134335184,
Aides Argenteuil,Associations,,"122 Avenue Jean Jaurès, Argenteuil, 95100",Argenteuil,95100,Île-de-France,France,Dépistage et soutien VIH,"Association offrant des dépistages VIH, des actions de prévention et un accompagnement pour les personnes concernées par le VIH à Argenteuil.",,https://data.strobomag.com/assets/businesses/aides-argenteuil/main.jpg,https://www.aides.org,https://www.facebook.com/Aides95/,,argenteuil@aides.org,0139803434,
Centre Hospitalier - Argenteuil,Santé & Prévention,,"69 rue du Lieutenant-Colonel Prud'hon, Argenteuil, 95100",Argentueil,95100,Île‑de‑France,France,,"Secteur bleu, bâtiment Madeleine Brès, 3ème étage.",,https://data.strobomag.com/assets/businesses/centre-hospitalier-argenteuil/main.jpg,https://www.ch-argenteuil.fr/service/infectiologie-vih-ist,,,,134232063,
Centre hospitalier Argenteuil,Santé & Prévention,,"69, Rue du Lieutenant-Colonel Prudhon, Argenteuil, 95100",Argentueil,95100,Île‑de‑France,France,,"Infectiologie, secteur bleu, bâtiment Madeleine Brès, 3ème étage.",,https://data.strobomag.com/assets/businesses/centre-hospitalier-argenteuil-1/main.jpg,https://www.ch-argenteuil.fr/service/infectiologie-vih-ist,,,,,
Centre de santé sexuelle Franconville Station,Santé & Prévention,,"9, Rue de la Station, Franconville, 95130",Franconville,95130,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-franconville-station/main.jpg,https://www.ville-franconville.fr/mes-services-et-demarches/la-sante-et-lhygiene/centre-municipal-de-sante/planning-familial,,,,134335725,
Centre de santé sexuelle Franconville Montédour,Santé & Prévention,,"8-10, Rue de la Croix Verte, Franconville, 95130",Franconville,95130,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-franconville-montedour/main.jpg,https://www.ville-franconville.fr/mes-services-et-demarches/la-sante-et-lhygiene/centre-municipal-de-sante/planning-familial,,,,134335726,
Centre départemental de dépistage et de soins Garges lès Gonesse,Santé & Prévention,,"4, Avenue Anatole France, Garges-lès-Gonesse, 95140",Gonesse,95140,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-departemental-de-depistage-et-de-soins-garges-les-gonesse/main.jpg,https://www.valdoise.fr/73-depistage.htm#par553,,,,134338230,
CMS Saint Etienne Gatineau-Sailliant - Genevilliers,Santé & Prévention,,"3, rue de la Paix, Gennevilliers, 95140",Gennevilliers,95140,Île‑de‑France,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/cms-saint-etienne-gatineau-sailliant-genevilliers/main.jpg,https://www.ville-gennevilliers.fr/189/demarches-et-services/sante/centres-municipaux-de-sante-cms.htm#c14441,,,,140856650,
Centre de santé sexuelle Taverny,Santé & Prévention,,"7-8, Place des 7 Fontaines, Taverny, 95150",Taverny,95150,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-taverny/main.jpg,https://www.ville-taverny.fr/les-lieux-d-echanges,,,,134335735,
Mères Lesbiennes,Associations,,"21 Résidence de la Forêt, 95160 Montmorency",Montmorency,95160,Île‑de‑France,France,,Collectif de mères lesbiennes,,https://data.strobomag.com/assets/businesses/meres-lesbiennes/main.jpg,https://www.mereslesbiennes.fr,,https://www.instagram.com/mereslesbiennes,mereslesbiennes@proton.me,,
Centre de santé sexuelle Montmorency,Santé & Prévention,,"5, Place Pierre Mendès-France, Montmorency, 95160",Montmorency,95160,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-montmorency/main.jpg,https://www.valdoise.fr,,,,134335605,
Centre de santé sexuelle Goussainville,Santé & Prévention,,"1, Rue Malcolm X, Goussainville, 95190",Goussainville,95190,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-goussainville/main.jpg,https://www.valdoise.fr,,,,134335999,
Centre de santé sexuelle Sarcelles,Santé & Prévention,,"59, Avenue Paul Valéry, Sarcelles, 95200",Sarcelles,95200,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-sarcelles/main.jpg,https://www.valdoise.fr,,,,134338330,
Centre de santé sexuelle Saint Gratien,Santé & Prévention,,"Square Georgette Agutte, Saint-Gratien, 95210",Saint-Gratien,95210,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-saint-gratien/main.jpg,https://www.valdoise.fr,,,,134335630,
Centre de santé sexuelle Herblay,Santé & Prévention,,"2, Avenue Philippe Seguin, Herblay-sur-Seine, 95220",Herblay-sur-Seine,95220,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-herblay/main.jpg,https://www.valdoise.fr,,,,134335380,
Centre de santé sexuelle Beaumont sur Oise,Santé & Prévention,,"7, Rue Léon Godin, Beaumont-sur-Oise, 95260",Beaumont-sur-Oise,95260,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-beaumont-sur-oise/main.jpg,https://www.valdoise.fr,,,,134335901,
Centre hospitalier René Dubos,Santé & Prévention,,"6, Avenue de l'Île-de-France, Pontoise, 95300 - Bâtiment A, rez de chaussée",Pontoise,95300,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-hospitalier-rene-dubos/main.jpg,https://www.hopital-novo.fr/ch-pontoise/service/medecine-polyvalente-pathologies-infectieuses-et-dimportation-medecine-du-voyageur,,,,130754025,
Centre de santé sexuelle Saint Ouen l'Aumône,Santé & Prévention,,"82, Avenue de Verdun, Saint-Ouen-l'Aumône, 95310",Saint-Ouen-l'Aumône,95310,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-saint-ouen-laumone/main.jpg,https://www.valdoise.fr,,,,134335080,
Centre de santé sexuelle Persan,Santé & Prévention,,"10, Rue Eugènie Cotton, Persan, 95340",Persan,95340,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-persan/main.jpg,https://www.valdoise.fr,,,,134335850,
Centre de santé sexuelle Saint Brice la Forêt,Santé & Prévention,,"Allée des Muriers, Saint-Brice-sous-Forêt, 95350",Saint-Brice-sous-Fôret,95350,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-saint-brice-la-foret/main.jpg,https://www.valdoise.fr,,,,134335810,
Centre de santé sexuelle Montmagny,Santé & Prévention,,"9, Rue Maurice Berteaux, Montmagny, 95360",Montmagny,95360,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-montmagny/main.jpg,https://www.valdoise.fr,,,,134335640,
Centre de santé sexuelle Saint Prix,Santé & Prévention,,"19, Rue Victor Hugo, Saint-Prix, 95390",Saint-Prix,95390,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-saint-prix/main.jpg,https://www.valdoise.fr,,,,134335775,
Centre de santé sexuelle Villiers le Bel,Santé & Prévention,,"14, Boulevard Salvador Allende, Villiers-le-Bel, 95400",Villiers-le-Bel,95400,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-villiers-le-bel/main.jpg,https://www.valdoise.fr,,,,134338260,
Centre de santé sexuelle Fosses,Santé & Prévention,,"4, Rue Fernand Picquette, Fosses, 95470",Fosses,95470,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-fosses/main.jpg,https://www.valdoise.fr,,,,134335835,
Centre de santé sexuelle Vauréal,Santé & Prévention,,"40, Avenue Gavroche, Vauréal, 95490",Vauréal,95490,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-vaureal/main.jpg,https://www.valdoise.fr,,,,134335004,
CeGIDD Gonesse,Santé & Prévention,,"2 boulevard du 19 mars 1962, Gonesse, 95500",Gonesse,95500,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/cegidd-gonesse/main.jpg,https://www.hopital-de-gonesse.fr/service-de-soins/medico-technique/laboratoire-de-biologie-medicale,,,,182320490,
Centre de santé sexuelle Gonesse,Santé & Prévention,,"19, Avenue Gabriel Péri, Gonesse, 95500",Gonesse,95500,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-gonesse/main.jpg,https://www.valdoise.fr,,,,134338150,
Hôpital Simone Veil,Santé & Prévention,,"14, Rue de Saint-Prix, Eaubonne, 95600",Eaubonne,95600,Île‑de‑France,France,,"Bâtiment Emile Roux, 3ème étage.",,https://data.strobomag.com/assets/businesses/hopital-simone-veil/main.jpg,https://www.hopital-simoneveil.fr/services/escale,,,,134066200,
Centre de santé sexuelle Marines,Santé & Prévention,,"10, Boulevard Gambetta, Marines, 95640",Marines,95640,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-marines/main.jpg,https://www.valdoise.fr,,,,134335240,
Aides Cergy - Maison de la Prévention,Associations,,"2 Rue de la Lanterne, Cergy, 95800",Cergy,95800,Île‑de‑France,France,Dépistage et soutien VIH,"Association offrant des dépistages VIH, des actions de prévention et un accompagnement pour les personnes concernées par le VIH à Cergy.",,https://data.strobomag.com/assets/businesses/aides-cergy-maison-de-la-prevention/main.jpg,https://www.aides.org,https://www.facebook.com/AidesCergy/,,,134248589,
Centre de santé sexuelle Cergy,Santé & Prévention,,"12, Rue de la Bastide, Cergy, 95800",Cergy,95800,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-cergy/main.jpg,https://www.valdoise.fr,,,,134335140,
Nariké M'Sada,Associations,,"Rue du Stade, Mamoudzou, 96700",Mamoudzou,96700,Martinique,France,,Association de prévention contre les Infections sexuellement transmissibles dont les hépatites et le VIH SIDA. Elle accompagne et soutient des Personnes Vivant avec le VIH à Mayotte,,https://data.strobomag.com/assets/businesses/narike-msada/main.jpg,https://www.linktr.ee/narike_msada,https://www.facebook.com/NarikeMsada,https://www.instagram.com/narike.msada,contact@narikemsada.fr,269626973,
CeGIDD Mamoudzou,Santé & Prévention,,"Rue Mariazé, Mamoudzou, 96700",Mamoudzou,96700,Guyane,France,,"1er étage, au fond du couloir.",,https://data.strobomag.com/assets/businesses/cegidd-mamoudzou/main.jpg,,https://www.facebook.com/cegiddmayotte,,cegidd@chmayotte.fr,269618473,
Aides Basse Terre,Associations,,"19 A Chemin des Bougainvilliers, Basse-Terre, 97100",Basse-Terre,97100,Guadeloupe,Guadeloupe,Dépistage et soutien VIH,"Association offrant des dépistages VIH, des actions de prévention et un accompagnement pour les personnes concernées par le VIH à Basse-Terre.",,https://data.strobomag.com/assets/businesses/aides-basse-terre/main.jpg,https://www.aides.org,https://www.facebook.com/aidesguadeloupe,,,0590604950,
CeGIDD Basse Terre,Santé & Prévention,,"Avenue Gaston Feuillard, Basse-Terre, 97100",Basse-terre,97100,Guadeloupe,France,,"Pavillon Béranger, entre la Chapelle et l'ancienne cardiologie.",,https://data.strobomag.com/assets/businesses/cegidd-basse-terre/main.jpg,https://www.ch-labasseterre.fr/cegidd/infectiologie-chbt,,,,590417846,
CeGIDD Pointe à Pitre,Santé & Prévention,,"Boulevard Légitimus, Pointe-à-Pitre, 97110",Pointe-à-Pitre,97110,Guadeloupe,France,,,,https://data.strobomag.com/assets/businesses/cegidd-pointe-a-pitre/main.jpg,,,,,590912452,
Centre de santé sexuelle Capesterre Belle eau,Santé & Prévention,,"Allée Saint-Sauveur, Capesterre-Belle-Eau, 97130",Capesterre-Belle-Eau,97130,Guadeloupe,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-capesterre-belle-eau/main.jpg,,,,,590559935,
Trans'Actions,Associations,,"Départs, Les Abymes, 97139",Les Abymes,97139,Guadeloupe,France,,,,https://data.strobomag.com/assets/businesses/transactions/main.jpg,https://www.trans-actions.org,,https://www.instagram.com/trans.actionsgp,contact@trans-actions.org,,
Voix Arc-en-Ciel,Associations,,"1 Rond Point Miquel, Av. Patrick-Saint-Eloi, 97139 Les Abymes",Les Abymes,97139,Guadeloupe,Guadeloupe,,Ligne d'écoute anti-discrimination,,https://data.strobomag.com/assets/businesses/voix-arc-en-ciel/main.jpg,https://www.voixarcenciel.org,,,Amalgame.lgbt@gmail.com,690757767,
Aides Saint Martin,Associations,,"Spring Concordia, Saint-Martin (France), 97150",Saint-Martin,97150,Guadeloupe,France,,,,https://data.strobomag.com/assets/businesses/aides-saint-martin/main.jpg,https://www.facebook.com/aides.saintmartin,https://www.facebook.com/aides.saintmartin,,apottier@aides.org,590276523,
CeGIDD Saint Martin Croix Rouge,Santé & Prévention,,"26, Rue Félix Eboué, Saint-Martin (France), 97150",Saint-Martin,97150,Guadeloupe,France,,,,https://data.strobomag.com/assets/businesses/cegidd-saint-martin-croix-rouge/main.jpg,https://www.corevih971.org,,,,590870117,
CeGIDD Saint Martin Fleming,Santé & Prévention,,"Rue de Spring, Saint-Martin (France), 97150",Saint-Martin,97150,Guadeloupe,France,,Consultations externes,,https://data.strobomag.com/assets/businesses/cegidd-saint-martin-fleming/main.png,https://www.chsaintmartin.org,https://www.facebook.com/cegiddsaintmartin,,,590522674,
CHU de la Guadeloupe,Santé & Prévention,,"Impasse Maxime, Les Abymes, 97183",Les Abymes,97183,Guadeloupe,France,,"Hôpital de jour : bâtiment B Ricou, 2ème étage.",,https://data.strobomag.com/assets/businesses/chu-de-la-guadeloupe/main.jpg,https://www.chu-guadeloupe.fr/portal,,,,590891545,
Aides Fort de France,Associations,,"37 Rue Garnier Pages, Fort-de-France, 97200",Fort-de-France,97200,Martinique,Martinique,Dépistage et soutien VIH,"Association offrant des dépistages VIH, des actions de prévention et un accompagnement pour les personnes concernées par le VIH à Fort-de-France.",,https://data.strobomag.com/assets/businesses/aides-fort-de-france/main.jpg,https://www.aides.org,https://www.facebook.com/AIDES.Martinique,,,696303686,
Action Sida Martinique,Santé & Prévention,,"Avenue du Docteur Maurice Monrose, Fort-de-France, 97200",Fort-de-France,97200,Martinique,France,,,,https://data.strobomag.com/assets/businesses/action-sida-martinique/main.jpg,https://www.actionsidamartinique.org,https://www.facebook.com/profile.php?id=100064486758253,,,596631236,
Centre de santé sexuelle Rivière Pilote,Santé & Prévention,,"Rivière-Pilote, 97211",Rivière-Pilote,97211,Martinique,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-riviere-pilote/main.jpg,https://www.santesexuelmatnik.fr,,,,596626083,
